,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region,median_terrace_area,median_garden_area,median_facade,type_num,APARTMENT,BUNGALOW,CASTLE,CHALET,COUNTRY_COTTAGE,DUPLEX,EXCEPTIONAL_PROPERTY,FARMHOUSE,FLAT_STUDIO,GROUND_FLOOR,HOUSE,KOT,LOFT,MANOR_HOUSE,MANSION,OTHER_PROPERTY,PENTHOUSE,SERVICE_FLAT,TOWN_HOUSE,TRIPLEX,VILLA,AS_NEW,GOOD,JUST_RENOVATED,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,BRUXELLES,VLAANDEREN,WALLONIE,ANVERS,BRABANT FLAMAND,BRABANT WALLON,BRUXELLES,FLANDRE-OCCIDENTALE,FLANDRE-ORIENTALE,HAINAUT,LIEGE,LIMBOURG,LUXEMBOURG,NAMUR
15036,9700,APARTMENT,APARTMENT,221000.0,2,75.0,1,0,0,1,,1,33.0,,3.0,0,,Oudenaarde,Non,OUDENAARDE,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15037,1060,HOUSE,HOUSE,880000.0,3,190.0,1,0,0,1,25.0,0,,0.0,2.0,0,JUST_RENOVATED,Saint-Gilles,Non,SAINT-GILLES,BRUXELLES,BRUXELLES,25.0,25.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15038,1080,APARTMENT,APARTMENT,149000.0,1,48.0,1,0,0,0,,0,,,2.0,0,AS_NEW,Molenbeek-Saint-Jean,Non,MOLENBEEK-SAINT-JEAN,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15039,9000,HOUSE,HOUSE,825000.0,6,304.0,1,0,0,0,,1,23.0,109.0,,0,AS_NEW,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15040,9500,HOUSE,HOUSE,399000.0,3,233.0,1,0,0,1,35.0,1,300.0,450.0,4.0,0,JUST_RENOVATED,Geraardsbergen,Non,GERAARDSBERGEN,FLANDRE-ORIENTALE,VLAANDEREN,35.0,35.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15041,9040,HOUSE,HOUSE,390000.0,3,245.0,1,0,0,1,12.0,1,91.0,208.0,2.0,0,AS_NEW,Sint-Amandsberg,Oui,GENT,FLANDRE-ORIENTALE,VLAANDEREN,12.0,12.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15043,2627,HOUSE,HOUSE,462500.0,3,135.0,1,0,1,1,22.0,1,250.0,493.0,4.0,0,AS_NEW,Schelle,Non,SCHELLE,ANVERS,VLAANDEREN,22.0,22.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15044,1380,HOUSE,HOUSE,499000.0,4,180.0,1,0,0,1,60.0,1,250.0,710.0,2.0,0,GOOD,Couture-Saint-Germain,Oui,LASNE,BRABANT WALLON,WALLONIE,60.0,60.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15045,1000,APARTMENT,APARTMENT,247000.0,1,78.0,1,0,0,0,,0,,,,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15046,1180,HOUSE,HOUSE,675000.0,5,202.0,1,0,0,1,15.0,1,150.0,221.0,2.0,0,GOOD,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,15.0,15.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15047,1020,APARTMENT,APARTMENT,219000.0,2,80.0,1,0,0,0,,0,,,2.0,0,JUST_RENOVATED,Laeken,Oui,BRUXELLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15048,6230,APARTMENT,GROUND_FLOOR,249000.0,2,140.0,1,0,0,0,,0,,,3.0,0,AS_NEW,Pont-À-Celles,Non,PONT-À-CELLES,HAINAUT,WALLONIE,16.0,16.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15049,1620,APARTMENT,APARTMENT,349900.0,3,131.0,1,0,0,1,34.0,0,,,2.0,0,AS_NEW,Drogenbos,Non,DROGENBOS,BRABANT FLAMAND,VLAANDEREN,34.0,34.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15050,4400,HOUSE,HOUSE,154500.0,3,170.0,1,0,0,1,80.0,1,215.0,330.0,2.0,0,GOOD,Awirs,Oui,FLÉMALLE,LIEGE,WALLONIE,80.0,80.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15051,1440,HOUSE,VILLA,435000.0,3,142.0,1,0,0,1,,1,,2000.0,,0,GOOD,Braine-Le-Château,Non,BRAINE-LE-CHÂTEAU,BRABANT WALLON,WALLONIE,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15052,8300,APARTMENT,APARTMENT,335000.0,1,40.0,1,0,0,1,,0,,,2.0,0,JUST_RENOVATED,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15053,1300,APARTMENT,APARTMENT,295000.0,3,107.0,1,0,0,1,10.0,0,,,3.0,0,AS_NEW,Wavre,Non,WAVRE,BRABANT WALLON,WALLONIE,10.0,10.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15054,6940,HOUSE,HOUSE,308000.0,5,268.0,1,0,0,1,21.0,1,508.0,617.0,3.0,0,GOOD,Durbuy,Non,DURBUY,LUXEMBOURG,WALLONIE,21.0,21.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15055,7141,HOUSE,HOUSE,259000.0,3,198.0,1,0,0,0,,1,1.0,200.0,2.0,0,JUST_RENOVATED,Carnières,Oui,MORLANWELZ,HAINAUT,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15056,2830,APARTMENT,PENTHOUSE,499000.0,3,222.0,1,0,0,1,5.0,0,,,2.0,0,GOOD,Willebroek,Non,WILLEBROEK,ANVERS,VLAANDEREN,5.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15057,1050,APARTMENT,APARTMENT,1590000.0,3,174.0,1,0,0,1,45.0,0,,,2.0,0,AS_NEW,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,45.0,45.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15059,4000,APARTMENT,APARTMENT,158000.0,1,66.0,1,0,0,1,12.0,0,,,4.0,0,AS_NEW,Liège,Non,LIÈGE,LIEGE,WALLONIE,12.0,12.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15060,1140,APARTMENT,APARTMENT,280000.0,2,96.0,1,0,0,1,8.0,0,,,2.0,0,AS_NEW,Evere,Non,EVERE,BRUXELLES,BRUXELLES,8.0,8.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15061,1325,HOUSE,EXCEPTIONAL_PROPERTY,1390000.0,6,445.0,0,0,0,1,30.0,0,,3300.0,4.0,0,AS_NEW,Chaumont-Gistoux,Non,CHAUMONT-GISTOUX,BRABANT WALLON,WALLONIE,30.0,30.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15062,6220,HOUSE,HOUSE,99000.0,5,168.0,1,0,0,0,,0,,0.0,2.0,0,TO_RENOVATE,Fleurus,Non,FLEURUS,HAINAUT,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15063,1030,APARTMENT,APARTMENT,219000.0,2,80.0,1,0,0,1,4.0,0,,,2.0,0,GOOD,Schaerbeek,Non,SCHAERBEEK,BRUXELLES,BRUXELLES,4.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15065,2880,HOUSE,HOUSE,127000.0,3,80.0,1,0,1,0,,0,,85.0,3.0,0,TO_RENOVATE,Bornem,Non,BORNEM,ANVERS,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15066,1770,HOUSE,HOUSE,279000.0,3,147.0,1,1,0,0,,1,66.0,188.0,2.0,0,TO_BE_DONE_UP,Liedekerke,Non,LIEDEKERKE,BRABANT FLAMAND,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15067,1000,APARTMENT,PENTHOUSE,340000.0,1,62.0,1,0,0,0,,0,,,,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15068,8300,HOUSE,HOUSE,799000.0,5,300.0,0,0,1,1,,1,,683.0,,0,AS_NEW,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15069,9470,HOUSE,HOUSE,269000.0,3,148.0,1,0,0,0,,0,,0.0,,0,AS_NEW,Denderleeuw,Non,DENDERLEEUW,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15070,5651,HOUSE,HOUSE,175000.0,2,135.0,0,0,0,0,,0,,100.0,2.0,0,AS_NEW,Berzée,Oui,WALCOURT,NAMUR,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15071,1050,APARTMENT,APARTMENT,975000.0,3,200.0,1,0,0,1,,0,,,3.0,0,TO_BE_DONE_UP,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15072,1190,APARTMENT,APARTMENT,295000.0,2,80.0,1,0,0,1,10.0,0,,,2.0,0,AS_NEW,Forest,Non,FOREST,BRUXELLES,BRUXELLES,10.0,10.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15073,1180,APARTMENT,APARTMENT,350500.0,2,99.0,1,0,0,1,7.0,0,,,2.0,0,AS_NEW,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,7.0,7.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15074,4100,APARTMENT,APARTMENT,229000.0,2,82.0,1,0,0,1,4.0,1,350.0,,2.0,0,GOOD,Seraing,Non,SERAING,LIEGE,WALLONIE,4.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15075,6767,APARTMENT,APARTMENT,98000.0,2,61.0,1,0,0,0,,0,,,,0,GOOD,Dampicourt,Oui,ROUVROY,LUXEMBOURG,WALLONIE,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15076,9041,HOUSE,HOUSE,379000.0,4,163.0,1,1,0,1,,1,80.0,230.0,2.0,0,AS_NEW,Oostakker,Oui,GENT,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15077,4020,HOUSE,HOUSE,179000.0,3,106.0,0,0,0,1,80.0,0,,0.0,,0,GOOD,Liège,Non,LIÈGE,LIEGE,WALLONIE,80.0,80.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15078,6180,APARTMENT,APARTMENT,160000.0,2,97.0,1,0,0,0,,0,,,3.0,0,AS_NEW,Courcelles,Non,COURCELLES,HAINAUT,WALLONIE,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15079,2290,APARTMENT,APARTMENT,255700.0,2,88.0,1,0,0,1,11.0,0,,,4.0,0,AS_NEW,Vorselaar,Non,VORSELAAR,ANVERS,VLAANDEREN,11.0,11.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15080,2250,APARTMENT,APARTMENT,217000.0,2,83.0,1,0,0,1,6.0,0,,,,0,,Olen,Non,OLEN,ANVERS,VLAANDEREN,6.0,6.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15081,1150,HOUSE,HOUSE,1775000.0,7,475.0,1,0,0,1,,1,200.0,1195.0,4.0,0,TO_BE_DONE_UP,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES,BRUXELLES,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15082,9340,HOUSE,HOUSE,239000.0,4,208.0,0,0,0,1,,1,,194.0,,0,AS_NEW,Lede,Non,LEDE,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15083,9950,APARTMENT,GROUND_FLOOR,169000.0,1,85.0,0,0,0,0,,0,,,2.0,0,GOOD,Waarschoot,Oui,LIEVEGEM,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15084,9900,HOUSE,HOUSE,349000.0,3,153.0,1,0,0,0,,1,,397.0,3.0,0,GOOD,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15085,9300,APARTMENT,APARTMENT,415000.0,2,107.0,0,0,0,1,52.0,0,,,3.0,0,AS_NEW,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN,52.0,52.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15086,3150,HOUSE,HOUSE,390000.0,3,157.0,1,0,1,1,30.0,1,270.0,470.0,3.0,0,AS_NEW,Haacht,Non,HAACHT,BRABANT FLAMAND,VLAANDEREN,30.0,30.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15087,8500,APARTMENT,APARTMENT,1295000.0,3,226.0,0,0,0,0,,0,,,2.0,0,AS_NEW,Kortrijk,Non,KORTRIJK,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15088,2000,APARTMENT,LOFT,675000.0,2,196.0,1,0,0,1,20.0,0,,,2.0,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,20.0,20.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15089,8953,HOUSE,HOUSE,219000.0,3,123.0,1,0,0,1,,1,457.0,625.0,,0,GOOD,Wijtschate,Oui,HEUVELLAND,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15090,4520,HOUSE,HOUSE,229000.0,3,170.0,1,0,0,1,22.0,1,270.0,475.0,4.0,0,GOOD,Wanze,Non,WANZE,LIEGE,WALLONIE,22.0,22.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15091,8301,APARTMENT,APARTMENT,580000.0,3,92.0,0,0,0,0,,0,,,2.0,0,GOOD,Heist-Aan-Zee,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15092,9000,APARTMENT,APARTMENT,695000.0,3,146.0,0,0,0,1,,0,,,,0,AS_NEW,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15093,7300,HOUSE,HOUSE,275000.0,3,202.0,1,0,1,1,50.0,1,,577.0,2.0,0,AS_NEW,Boussu,Non,BOUSSU,HAINAUT,WALLONIE,50.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15094,1000,APARTMENT,APARTMENT,895000.0,3,210.0,1,0,0,1,9.0,0,,,,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,9.0,9.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15095,6043,HOUSE,HOUSE,205000.0,3,110.0,1,0,0,1,14.0,0,,465.0,4.0,0,GOOD,Ransart,Oui,CHARLEROI,HAINAUT,WALLONIE,14.0,14.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15096,1000,APARTMENT,APARTMENT,350000.0,2,80.0,1,0,0,0,,0,,,,0,GOOD,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15097,8000,APARTMENT,APARTMENT,199000.0,3,106.0,0,0,0,0,,1,,,,0,TO_BE_DONE_UP,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15098,3590,APARTMENT,APARTMENT,217023.0,2,97.0,1,0,0,1,10.0,0,,,,0,AS_NEW,Diepenbeek,Non,DIEPENBEEK,LIMBOURG,VLAANDEREN,10.0,10.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15099,1070,APARTMENT,APARTMENT,170000.0,3,125.0,1,0,0,1,26.0,0,,,2.0,0,,Anderlecht,Non,ANDERLECHT,BRUXELLES,BRUXELLES,26.0,26.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15101,9300,APARTMENT,APARTMENT,171422.0,1,60.0,1,0,0,1,20.0,0,,,,0,,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN,20.0,20.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15102,9840,HOUSE,VILLA,580000.0,3,210.0,1,0,0,0,,1,,629.0,4.0,0,GOOD,De Pinte,Non,DE PINTE,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15103,8000,APARTMENT,GROUND_FLOOR,250000.0,2,101.0,0,0,0,1,,1,75.0,,2.0,0,GOOD,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15104,1160,HOUSE,HOUSE,970000.0,4,210.0,1,0,0,1,37.0,1,197.0,465.0,3.0,0,AS_NEW,Auderghem,Non,AUDERGHEM,BRUXELLES,BRUXELLES,37.0,37.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15105,6010,HOUSE,HOUSE,165000.0,3,105.0,0,0,0,1,73.0,0,,0.0,3.0,0,,Couillet,Oui,CHARLEROI,HAINAUT,WALLONIE,73.0,73.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15106,3381,HOUSE,HOUSE,215000.0,2,102.0,1,0,0,1,88.0,1,333.0,10000.0,4.0,0,TO_RENOVATE,Kapellen,Oui,GLABBEEK,BRABANT FLAMAND,VLAANDEREN,88.0,88.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15109,6870,HOUSE,BUNGALOW,215000.0,4,120.0,0,0,0,1,,1,1400.0,1558.0,4.0,0,GOOD,Saint-Hubert,Non,SAINT-HUBERT,LUXEMBOURG,WALLONIE,16.0,16.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15111,7110,HOUSE,EXCEPTIONAL_PROPERTY,499000.0,4,293.0,1,0,0,1,30.0,1,3600.0,3800.0,4.0,0,AS_NEW,Boussoit,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE,30.0,30.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15112,1400,APARTMENT,APARTMENT,105000.0,2,72.0,0,0,0,0,,0,,,,0,TO_RENOVATE,Nivelles,Non,NIVELLES,BRABANT WALLON,WALLONIE,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
